"id";"referencia";"Tipo";"Estado";"Cidade";"Bairro";"endereco";"numero";"complemento";"descricao";"QtdDormitorio";"QtdSuite";"QtdBanheiro";"QtdBoxes";"AreaTotal";"AreaPrivativa";"areaUtil";"preco";"preco_loca";"precoCondominio";"DataCadastro"
"569448";"1D112";"Apartamentos";"RIO GRANDE DO SUL";"Porto Alegre";"Santana";"R. Gomes Jardim";"1150";"09";"Apartamento  amplo de um dormitorio, bem ventilado no Bairro Santana,";"1";"0";"0";NULL;"0";"0";NULL;"165000";"0";"0";"2019-01-05 12:00:49"
"492537";"10";"Apartamento";"RIO GRANDE DO SUL";"Porto Alegre";"Passo D";"Avenida Assis Brasil";"undefined";"";"A vida em equilíbrio

A Melnick Even traz para a Assis Brasil um empreendimento que promete revolucionar. Unindo residencial, comercial e mall, o Grand Park Lindoia harmoniza a face cosmopolita da região com o estilo de vida natural.

Com uma área de 10 mil m² dedicada exclusivamente ao bem-estar, a estrutura conta com piscinas, campo de futebol, área verde, academia e praças - um verdadeiro spa urbano.

No terreno de 25 mil m², uma torre comercial com 179 unidades disponíveis para escritórios ou consultórios e ainda um mall, trazendo também o comércio para o Grand Park Lindoia.";"3";"1";"2";NULL;"0";"81";NULL;"0";"0";"0";"2018-05-28 00:00:00"
"492588";"21";"Apartamento";"RIO GRANDE DO SUL";"Porto Alegre";"Glória";"Av. Coronel Aparício Borges";"";"";"VIDA VIVA BOULEVARD
É bom saber que existe um Boulevard esperando por você.

A Melnick Even traz, com exclusividade para você, o VIDAVIVA Boulevard. Um projeto disposto em uma área de mais de 8 mil m² com apenas duas torres, lazer qualificado e lojas na entrada do condomínio para facilitar a vida dos moradores.

O verde e o clima tranquilo do bairro se mesclam com a infraestrutura oferecida pelo VidaViva Boulevard. Quadra Esportiva, salão de festas adulto e infantil, brinquedoteca, playground, churrasqueira, área fitness e piscina fazem parte do dia a dia.

Com localização privilegiada, o empreendimento é de fácil acesso para quem chega de qualquer região da cidade. A Melnick Even colocou no VIDAVIVA Boulevard todas as exclusividades de um empreendimento feito para oferecer prazer de viver.";"2";"1";"0";NULL;"0";"72";NULL;"494075,22";"0";"0";"2018-05-28 00:00:00"
"492597";"23";"Terreno em Condomínio";"RIO GRANDE DO SUL";"Porto Alegre";"Verdes Campos";"Avenida Protásio Alves";"";"";"RESERVA DO LAGO
Viva com conforto liberdade e segurança

Na região mais privilegiada do bairro planejado Verdes Campos, a Melnick Even Urbanizadora traz uma opçõe de condomínio fechado de terrenos. Idealizado para quem busca um estilo de vida diferente, ligado à natureza, mas sem deixar de lado a segurança, o projeto revela um cuidado especial com a preservação ambiental. 

Estrutura completa de lazer e ruas tranquilas são a essência do Reserva do Lago. Priorize sua qualidade de vida morando em uma área cercada de verde, perfeita para descanso e conforto, com perímetro cercado e estacionamento para visitantes, para sua diversão ser a única preocupação.
";"0";"0";"0";NULL;"0";"196";NULL;"230506,53";"0";"0";"2018-05-28 00:00:00"
"589204";"1698";"Flat";"RIO GRANDE DO SUL";"Porto Alegre";"Higienópolis";"Rua Cristovão Colombo";"3192";"apartamento 801";" Lindo Flat no Swan Tower Porto Alegre, a 10 minutos do aeroporto.
 Conforto e praticidade.
 Aceita terreno em Campo Bom";NULL;"0";NULL;NULL;NULL;"39";NULL;"320000";"0";"0";"2019-02-27 09:31:03"
"604335";"1703";"Apartamento";"RIO GRANDE DO SUL";"Porto Alegre";"Cidade Baixa";"Rua Alberto Torres";"72";"apartamento 26";"  Venda por motivo de mudança para o exterior.
  Apartamento JK com 30,00m² de área útil, cozinha com pia, cooktop, frigobar, armários, living com cama, sofá, split, banheiro com box de vidro,
 Localizado no 2º andar, próximo da UFRGS e Hospital Santa Casa.";"1";"0";"1";NULL;"46";"30";NULL;"140000";"0";"0";"2019-03-21 10:40:39"
"492952";"1559";"Apartamento";"RIO GRANDE DO SUL";"Porto Alegre";"Menino Deus";"Visconde do Herval";"533";"Apto 101";"APARTAMENTO TÉRREO COM UM DORMITÓRIO, SALA, COZINHA, BANHEIRO E LAVANDERIA.";"1";"0";"1";NULL;"62";"50";NULL;"195000";"0";"0";"2018-05-30 00:00:00"
"778182";"1061";"Apartamento";"RIO GRANDE DO SUL";"Porto Alegre";"Santo Antônio";"Rua Engenheiro Fernando Mendes Ribeiro";"254";"Apto 306";"Ótimo apartamento;

03 dormitórios;

Banheiro social;

Área de serviço;

Sala de estar;

Sacada;

Churrasqueira;

Portaria 24h;

Salão de festas;

Estacionamento rotativo,

Excelente localização, próximo à shoppings e escolas.";"3";"0";"1";NULL;NULL;"63";NULL;"237000";"0";"0";"2021-01-12 15:44:10"
"627256";"1554";"Cobertura";"RIO GRANDE DO SUL";"PORTO ALEGRE";"SANTO ANTONIO";"GUILHERME SCHELL";"308";"603";NULL;"3";"2";"2";NULL;NULL;"132";NULL;"675000";"0";"850";"2019-05-13 16:38:09"
"694745";"1873";"Apartamento";"RIO GRANDE DO SUL";"PORTO ALEGRE";"CENTRAL PARQUE";"NICOLAS MATHIAS FALCI";"151";"802";"APARTAMENTO  MOBILIADO COM LINDA VISTA PANORÂMICA NO ROSSI PANAMBY - CENTRAL PARQUE:
** 3 DORMITÓRIOS SENDO 1 SUITE
** SACADA FECHADA COM CHURRASQUEIRA
** LAVABO
** ESTAR E JANTAR INTEGRADOS
** COZINHA
** 2 VAGAS DE GARAGEM
LOCALIZADO NO CONDOMÍNIO ROSSI PANAMBY CONTA COM UMA INFRAESTRUTURA COMPLETA:  PISCINA RESORT, PISCINA AQUECIDA, QUADRA DE TENIS, QUADRA POLIESPORTIVA, ACADEMIA, ESPAÇO PET, SAUNA E OUTRAS FACILIDADES.
** FACILIDADE DE DESLOCAMENTO URBANO;
** PRÓXIMO A HOSPITAIS, ESCOLAS, UNIVERSIDADES, SUPERMERCADOS E FACILIDADES DO DIA A DIA.";"3";"1";"4";NULL;NULL;"128";NULL;"1190000";"0";"1000";"2020-04-28 15:40:42"
"502148";"683";"Apartamento";"RIO GRANDE DO SUL";"PORTO ALEGRE";"MENINO DEUS";"rua mucio teixeira, 60";"";"";"- Pronto para morar.
- Torre única - Subsolo, térreo + 2 andar + 8 pavimentos.
- 26 apartamentos.
- 4 apartamentos por andar.
- 2 elevadores.
- Infraestrutura: Salão de festas, fitness e bicicletário.
- Subsolo: Estacionamento e bicicletário.
- Térreo: Guarita, salão de festas, fitness, depósito de lixo e sanitário funcionários com copa.
- Nos próximos 8 pavimentos temos 4 apartamentos por andar.
- Aptos. frente - 3 dorms. Com 90m², sendo 1 suíte, banho social, hall, sala de estar/jantar conjugado com sacada integrada, cozinha e área de serviço.
- Aptos. fundos -  2 dorms. Com 76m², sendo 1 suíte, banho social, hall, sala de estar/jantar conjugado com sacada integrada, cozinha e área de serviço.
- Janelas em alumínio com pintura eletrostática branca
- Espera para Split na sala e dormitórios.
- Cozinhas com churrasqueira e espera para coifa.
";"3";"1";"2";NULL;NULL;"0";NULL;"595000";"0";"0";NULL
"502168";"719";"Apartamento";"RIO GRANDE DO SUL";"PORTO ALEGRE";"HIGIENOPOLIS";"RUA PORTUGAL 1080 402";"";"";"Apartamento com 109m² privativos, 2 dormitórios sendo 1 suíte, cozinha integrada a sala, ficam móveis fixos na cozinha, banheiros e dormitório, 2 splits. 1 vaga com depósito. Condomínio valor baixo, predio com 9 apartamentos, com zelador.";"2";"1";"2";NULL;"0";"109";NULL;"433000";"0";"0";NULL
"502423";"1073";"Cobertura";"RIO GRANDE DO SUL";"PORTO ALEGRE";"FLORESTA";"AV. CRISTÓVAO COLOMBO";"";"";"Cobertura no bairro Floresta em Novo Hamburgo, RS. Composta por 2 dormitórios, banheiro social, lavabo, dependencia com banheiro, 2 vagas, 154,22m² privativos.";"2";"1";"2";NULL;"0";"154";NULL;"850000";"0";"0";NULL
"570570";"8318";"Apartamento";"RIO GRANDE DO SUL";"Porto Alegre";"Jardim Lindóia";"Rua Filipinas";"300";"402";"A/J BROKERS VENDE NO BAIRRO JARDIM LINDÓIA EM PORTO ALEGRE:

Excelente e amplo apartamento, em rua calma, mas próximo de muitas praças, clube e todas as conveniências do bairro. são 3 dormitórios, sendo uma suíte,  living 3 ambientes todo em porcelanato,  com sacada integrada, lareira,  churrasqueira,  cozinha americana, dependência e banheiro auxliar.  Muito bem ventilado e com sol da manhã e sol da tarde.

2 (duas) vagas de garagem lado a lado.

Prédio com ótimo padrão construtivo, com salão de festas, jardim e elevador.

Agende já a sua visita com o Consultor Imobiliário Jorge Pires. (51) 98142.3686";"3";"1";"3";NULL;"196";"130";NULL;"645000";"0";"830";"2019-01-14 10:30:33"
"570635";"8319";"Apartamento";"RIO GRANDE DO SUL";"Porto Alegre";"Tristeza";"av otto niemeyer";"1702";"503 F";"A/J BROKERS vende ótimo apartamento de 2 dormitórios, no condomínio residencial Viver Zona Sul. Dormitórios com ar condicionado split, sendo 1 Suíte. Armário grande e com portas espelhadas. Apartamento com 2 banheiros completos, com box de vidro e armários fixos.   Sala com teto rebaixado em gesso e luzes embutidas. Sacada coberta e com rede de proteção para crianças e animais de estimação. Posição de sol nascente. Cozinha fica com todos os móveis fixos.  1 vaga descoberta e aluga outra coberta.  Condomínio com infraestrutura completa. Apartamento em excelente estado e ótimo custo benefício.

Agende já a sua visita com o Consultor Jorge Pires (51) 981423686";"2";"1";"2";NULL;"91";"56";NULL;"260000";"0";"529";"2019-01-14 14:36:29"
"572207";"8321";"Apartamento";"RIO GRANDE DO SUL";"Porto Alegre";"Menino Deus";"Rua Cícero Ahrends";"265";"104";"Excelente apartamento de 3 dormitórios térreo à venda, reformado, com pátio e 1 vaga box garagem, no bairro Menino Deus, a 350 metros do Shopping Praia de Belas e do TRT, próximo ao Zaffari Supermercados, Hospital Mãe de Deus, escolas infantis, farmácias, cafeterias, restaurantes e todas conveniências de um dos bairros mais nobres de Porto Alegre/RS.  E de bônus, a 350 metros, você ganha o mais Lindo Pôr-do-Sol, junto a Orla do Guaíba.

Amplo imóvel de 3 dormitórios, com 1 suíte, térreo, bem  ensolarado e ventilado, living com 2 ambientes (salas de estar e jantar), banheiro social, cozinha, ampla área de serviço com pátio interno e teto sanfonado de abrir e fechar (zetaflex). Semi-mobiliado com armários fixos e aparelhos de ar tipo split.


Apartamento com toda elétrica e hidráulica novas (reformado), semi-mobiliado, com 1 vaga box garagem rotativa cf. convenção condominial. 

Prédio pequeno, com 12 apt.s, porteiro eletrônico, hall de entrada, baixo custo condominial e IPTU.

Agende já sua visita! 

Whats (51) 994827855
André Figueiredo Consultor Imobiliário ";"3";"1";"2";NULL;"93";"87";"87";"370000";"0";"320";"2019-01-23 14:32:12"
"572858";"8322";"Apartamento";"RIO GRANDE DO SUL";"Porto Alegre";"Petrópolis";"Rua Engenheiro Antônio Carlos Tibiriçá";"198";"102";"Ótimo apartamento de 2 dormitórios, térreo, com pátio, reformado, amplo, com 1 vaga de estacionamento, à venda no bairro Petrópolis, ao lado do Jardim Botânico e próximo às Avenidas Cristiano Fischer e Tarso Dutra (3ª Perimetral). 

Oportunidade de R$ 245 por R$ 199,8 Mil!!!!

Apartamento com 2 (dois) dormitórios, amplo living com 2 ambientes (salas de estar e jantar), piso em taco-parquet, ampla cozinha, banheiro social, área de serviço e ótimo pátio para seu pet (animal de estimação), além de 1 vaga estacionamento. Semi-mobiliado com armários em 1 dos dormitórios, banheiro e cozinha.

Ao lado do Jardim Botânico, 3ª Perimetral, avenida Cristiano Fischer e próximo à avenida Protásio Alves, com fácil deslocamento de carro ou transportes públicos. 

Prédio com churrasqueira no condomínio.

Aceita Financiamento e FGTS. 

Agende já sua visita.
Whats (51) 999866244
Eduardo - Consultor Imobiliário";"2";"0";"1";NULL;"84";"62";"62";"199800";"0";"138";"2019-01-24 12:23:13"
"581492";"8327";"Apartamento";"RIO GRANDE DO SUL";"Porto Alegre";"Jardim Europa";"Avenida Eng. Ary de Abreu Lima";"504";"602";"Você irá se encantar com este apartamento de 236m² privativos, finamente decorado e mobiliado pela arquiteta Suellen Ribeiro, amplo living 110,70m² , piso de madeira natural em forma espinha de peixe , churrasqueira, lareira,  vista panorâmica,  hall de entrada exclusivo com elevador privativo, sistema de automação com controle de iluminação, som, cameras e cortinas. Área intima com 3 suítes, sendo uma master de 37,25m com closet separado e dois banhos sendo um com  hidromassagem. Cozinha planejada completa, área de serviço, dependência e banheiro completo. Whatsapp: 98142.3686 Jorge Pires

Imponente infra estrutura, com segurança,  área  de lazer, piscina adulto e infantil, piscina térmica,  sauna, hidro, quadra poliesportiva, quadra de Tênis, salão de festas para 300 pessoas, espaço gourmet e fitness.

AGENDA JÁ A SUA VISITA!!! Whatsapp: (051) 981423686 Jorge Pires.";"3";"3";"5";NULL;"432";"236";"236";"3750000";"0";"0";"2019-02-07 09:32:38"
"583080";"8330";"Apartamento";"RIO GRANDE DO SUL";"Porto Alegre";"Bom Fim";"Rua Henrique Dias ";"233";"201";"Apartamento de 3 Dormitórios com 93 m2, à venda no bairro Bom Fim, na cidade de Porto Alegre/RS, em localização privilegiada a 100 metros do ZAFFARI Supermercados da Fernandes Vieira, a 400 metros do Parque Farroupilha (da Redenção) e com toda infraestrutura comercial no entorno. Próximo aos Hospitais de Clínicas e HPS (Hosp.Pronto-Socorro).

Amplo imóvel de 3 dormitórios, living com 2 ambientes, cozinha, área de serviço, banheiro social e dependência de empregada com banheiro auxiliar. Orientação solar norte, frente.

Prédio pequeno com baixo custo condominial R$ 320, apenas 1 lance de escadas. 

Imóvel livre e desembaraçado para financiamento e FGTS

Agende agora sua visita
(51) 999866244 
Eduardo Soares=Especialista neste imóvel.";"3";"0";"2";NULL;"104";"93";"93";"350000";"0";"350";"2019-02-12 11:52:40"
"583149";"8331";"Apartamento";"RIO GRANDE DO SUL";"Porto Alegre";"Petrópolis";"Avenida Bagé";"634";"202";"Amplo e ensolarado apartamento de 3 dormitórios, sendo 1 suíte, em ótimo estado de conservação, apenas dois apartamentos por andar, garagem para 1 automóvel com possibilidade de 2 (acerto no condomínio para segunda vaga) na área mais valorizada do bairro Petrópolis. Rua Arborizada e toda infra estrutura em torno.
Cozinha montada, copa, dependência de empregada e área de serviço amplos, living 2 ambientes, água quente, banheiro auxiliar (ou lavabo), social e suíte (com hidro). Ar condicionado no living e nos 3 dormitórios (Splits à negociar) fica semi mobiliado e equipado. 
Garagem privativa e coberta
Condomínio valor acessível
Quitado e documentação OK, aceita FGTS e financiamento.
Edifício com belo jardim e área de circulação, além de churrasqueira na área comum.
Local próximo à praças, comércios, conduções diversas, mercados e demais prestações de serviços...
Para maiores informações consultor Alex Pereira (51) 98179.4480 ou acesse:
www.ajbrokers.com.br código 8331
Agende já a sua visita.";"3";"1";"3";NULL;"132";"102";"102";"415000";"0";"396";"2019-02-12 15:26:11"
"583435";"8334";"Apartamento";"RIO GRANDE DO SUL";"Porto Alegre";"Mont Serrat";"Freire Alemão";"470";"302";"A/J BROKERS VENDE NO BAIRRO MONT SERRAT EM PORTO ALEGRE, amplo apartamento 3 dormitórios com 126m² privativos, com muita luminosidade, ventilação cruzada, living 3 ambientes, sacada integrada com churrasqueira, lavabo, dormitórios bem amplos, suíte sol da manhã, silêncioso, cozinha montada com ampla copa, área de serviço separada e banheiro auxiliar.
Whatsapp: (051) 98142.3686 Jorge Pires.

2 VAGAS LADO A LADO!!!

Prédio com elevador, salão de festas, depósito, jardim, cerca elétrica e segurança.

AGENDE SUA VISITA.";"3";"1";"4";NULL;"201";"126";"0";"860000";"0";"680";"2019-02-14 08:28:24"
"588550";"8338";"Apartamento";"RIO GRANDE DO SUL";"Porto Alegre";"Menino Deus";"Rua Dona Augusta";"290";"201";"Apartamento de 2 dormitórios com Terraço e Churrasqueira, reformado e com móveis sob medida (tudo feito em fev/2018), na Dona Augusta, a 300 metros (3min a pé) da José de Alencar, no bairro Menino Deus em Porto Alegre. 

Atualmente, transformado em 1 dormitório com Closet, mas de fácil reversão. Com área de serviço separada, um lavabo para visitas e mais um banheiro social. 

Apartamento completamente reformado, com móveis feitos sob medida e com 3 aparelhos de ar condicionado Split. 
Sala: 24 mil Btus. 
Quarto: 12 mil Btus. 
Closet: 9 mil Btus. 

Apartamento com Junker e gá central. 
Terraço com churrasqueira. 

Prédio simples, condomínio baixo e sem infraestrutura. 
apenas 1 lance de escadas até o apartamento. 

Localização: 
450m do Parque Marinha do Brasil ou 5min. a pé. 
550m do Hospital Mãe de Deus ou 6min. a pé. 
750m do Nacional José de Alencar ou 8min. a pé 
1,2km do CETE ou 14min. a pé. 
1,4km do Zaffari Getúlio Vargas ou 16min. a pé.

Agende já sua visita.
Whats 51 999-866-244";"2";"0";"2";NULL;"86";"68";"68";"300000";"0";"250";"2019-02-21 17:29:35"
"589564";"8339";"Apartamento";"RIO GRANDE DO SUL";"Porto Alegre";"Cidade Baixa";"Avenida Venâncio Aires";"271";"202";"Ótimo apartamento reformado de 2 dormitórios à venda, no bairro Cidade Baixa, na Venâncio Aires, em excelente localização, próximo ao parque Farroupilha (Redenção), UFRGS, Hospital de Clínicas e toda estrutura comercial do bairro.

Oportunidade de R$ 243 por R$ 220 mil!!!

Apartamento de 59,40m² de área privativa. Constituído de sala, cozinha, área de serviço, circulação, banho social e dois dormitórios. Piso laminado em todo apartamento. Cozinha e área de serviço em piso frio branco, aumentando ainda mais a luminosidade natural do apartamento. Apartamento com armários na cozinha, banheiro e quartos, além de ventiladores nos tetos. 

Prédio pequeno, com gradil, porteiro eletrônico e baixo custo condominial.

Agende sua visita!
Whats (51) 999866244";"2";"0";"1";NULL;NULL;"59";"59";"243000";"0";"230";"2019-02-27 18:01:46"
"590470";"8340";"Apartamento";"RIO GRANDE DO SUL";"Porto Alegre";"Partenon";"Avenida Bento Gonçalves";"1186";"06";"Apartamento de 2 dormitórios, semi-mobiliado, com sacada fechada, reformado, à venda no bairro Partenon, próximo a rua Luiz de Camões, Supermercados Nacional, colégio Santo Antônio, da faculdade e hospital da PUC/RS, com toda infraestrutura comercial da avenida Bento Gonçalves, rua São Luiz e com fácil acesso a transportes públicos e ao centro da cidade.

Amplo apartamento de 2 dormitórios, lavabo, banheiro social, living com 2 ambientes (estar e jantar), com sacada fechada, ampla cozinha e área de serviço separada. Piso cerâmico na cozinha e banheiros e parquet (taco de madeira) na sala e dormitórios.

Impecável, reformado e semi-mobiliado.

Ficam: split no quarto do casal, armários nos banheiros, na cozinha e no quarto de casal.

Prédio pequeno, muito bem localizado, com 1 lance e meio de escada. Fácil acesso à PUC/RS e ao Centro da Cidade.

Agende sua visita:
(51) 999866244";"2";"0";"2";NULL;NULL;"75";"75";"195000";"0";"240";"2019-03-01 15:28:56"
"590564";"8341";"Apartamento";"RIO GRANDE DO SUL";"Porto Alegre";"Petrópolis";"Avenida Lavras";"492";"201";"Amplo apartamento com 4 dormitórios, 1 suíte e 2 vagas box garagens individuais na Lavras a 150 metros da Praça da Encol, com toda infraestrutura comercial e de mobilidade a poucos metros. Já pensou chegar do trabalho e relaxar na Praça da Encol???

Oportunidade de R$ 750 por R$ 700 mil.

Imperdível, imóvel com  147 m² de área privativa, além de amplo muito aconchegante e bem distribuído, com 4 dormitórios, sendo um deles suíte master com Hidromassagem e closet, outro dormitório transformado em sala de tv, banheiro social, living imenso com 2 ambientes (salas de estar e jantar) com ventilação cruzada e ensolarado, lavabo, cozinha com espaço para mesa de café, área de serviço, dependência de empregada com banheiro auxiliar. 

Prédio com elevador, jardim e áreas de descanso para um relaxante chimarrão ao final de tarde, gradil e porteiro eletrônico.

Agende já sua visita!
Whats (51) 999866244   ";"4";"1";"3";NULL;"224";"146";"146";"700000";"0";"950";"2019-03-01 16:10:09"
"619570";"8348";"Box - Garagem";"RIO GRANDE DO SUL";"Porto Alegre";"Centro Histórico";"Rua Duque de Caxias";"1623";"Box 07 ";"Box Garagem à venda na Rua Duque de Caxias, Centro Histórico, Porto Alegre/RS, com 12 m2 de área privativa, próximo a Santa Casa, Jerônimo Coelho e João Pessoa. 

Prédio edifício garagem, com portaria 24 hs, sistema de vídeo-monitoramento e acesso com elevador, em localização privilegiada do Centro de POA/RS, próximo ao Hospital Santa Casa de Misericórdia, UFRGS avenida João Pessoa, Av. Sen.Salgado Filho e arredores.

R$ 45 mil à vista ou 3 x R$ 17 mil.

Agende sua visita!
Whats (51) 999866244
Eduardo Carneiro";NULL;"0";"1";NULL;"27";"12";"12";"45000";"0";"165";"2019-04-11 10:47:18"
"619588";"8350";"Apartamento";"RIO GRANDE DO SUL";"Porto Alegre";"Jardim Botânico";"Rua Afonso Rodrigues";"222";"301";"Amplo apartamento de 3 dormitórios, c/ 1 suíte com sacada, churrasqueira e 2 vagas de garagens, à  venda no bairro Jardim Botânico, a 2 quadras do Bourbon Shopping Ipiranga, 3 quadras da ESEF/UFRGS e fácil acesso a 3a Perimetral e a PUCRS.

Ótimo apartamento de 3 dormitórios, com 89 m2 de área privativa, ensolarado e ventilado, c/ 1 suíte c/ sacada, living c/ 2 grandes ambientes (salas de estar e jantar), sacada c/churrasqueira, banheiro social, cozinha, area de serviço, semi mobiliado, possui vaga dupla de garagem (2 carros pequenos).

Prédio c/ 4 pavimentos (4 unidades por andar), pastilhado, com elevador, interfone, gradil, cerca elétrica e salão de festas com baixo custo condominial. 

Estuda receber imóvel de menor valor como forma de pagamento. 

Valores de venda: 
R$ 535 mil com dação até 300 mil ou 
R$ 515 mil à vista ou entrada + financiamento.

Agende sua visita e venha conhecer o seu novo imóvel.

Eduardo Carneiro- Consultor Imobiliário 
Whats (51) 999866244";"3";"1";"2";NULL;"130";"89";"89";"535000";"0";"550";"2019-04-11 11:52:12"
"619812";"8353";"Apartamento";"RIO GRANDE DO SUL";"Porto Alegre";"Bela Vista";"RUA VICENTE DA FONTOURA";"3007";"403";"Impecável apartamento de 2 dormitórios com sacada, dependência de empregada e 1 vaga box garagem, à venda na divisa dos bairros Rio Branco e Bela Vista, entre a Casemiro de Abreu e a avenida Neuza Brizola.    

OPORTUNIDADE DE R$ 490 por R$ 449 Mil!

Apartamento com dois quartos, banheiro social com ventilação natural, amplo living com 2 ambientes estar e jantar (um deles com sacada), copa, cozinha mobiliada, área de serviço, dependência de empregada com banheiro auxiliar, uma vaga box garagem coberta e escriturada.

Edifício com elevador, portaria 24 horas e salão de festas com churrasqueira.

Agende sua visita!
Whats (51) 999866244
Eduardo Carneiro";"2";"0";"2";NULL;"121";"84";"84";"490000";"0";"500";"2019-04-12 12:04:14"
"621272";"8356";"Apartamento";"RIO GRANDE DO SUL";"Porto Alegre";"Petrópolis";"Rua Protásio Alves";" 2108";"20";"Amplo apartamento de 2 dormitórios à venda, sendo 1 com sacada, reformado, com 83 m² de área privativa na Avenida Protásio Alves, bairro Petrópolis, próximo aos restaurantes Fornão, academia KOI, Panvel Farmácias, Bancos e a todos recursos comerciais e de mobilidade disponíveis. 

Ótimo 2 dormitórios, sendo um com sacada envidraçada, living com 2 ambientes (estar e jantar), banheiro social, cozinha e área de serviço. Semi-mobiliado com armários sob medida no banheiro e corredor. Piso laminado na sala e dormitórios e cerâmico na cozinha, banheiro e área de serviço. Imóvel para entrar e morar.

Embora não possua vaga no edifício, localiza-se ao lado de um estacionamento. Prédio de esquina próximo às facilidades do bairro.

Sem elevador, 2 lances de escada, baixo custo-condominial. 

Agende sua visita!
WHATSAPP (51) 999-866-244
Eduardo Carneiro";"2";"0";"1";NULL;NULL;"83";"83";"287015";"0";"250";"2019-04-22 18:37:35"
"622191";"8357";"Cobertura";"RIO GRANDE DO SUL";"Porto Alegre";"Mont Serrat";"Rua Carlos Trein Filho";"775";"702";"Ampla, ensolarada e com ótima vista... cobertura 3 dormitórios, sendo 1 suíte com closet, em ótimo estado de conservação, apenas dois apartamentos por andar, na área mais valorizada do bairro Bela Vista. Rua Arborizada e toda infra estrutura em torno.
Pavimento inferior: Cozinha montada, copa, dependência de empregada completa e área de serviço amplos, living 3 ambientes + sacada enorme e sala tv, banheiro social, 2 dormitórios, sendo um deles uma suíte ampla com closet (1 dos dormitórios foi transformado no closet)  tornando -se assim uma suíte enorme.
Pavimento superior (cobertura): Amplo terraço com piscina, decks, pergolados, ambiente tipo salão de festas com churrasqueira, cozinha tipo copa para auxiliar, ambiente de tv com lareira, banheiro social, e grande gabinete (com entrada individual e independente também pelo corredor) o qual serve também como terceiro ou quarto dormitório. 
fica semi mobiliado e equipado. 

Garagem 2 vagas lado a lado + grande depósito individual
Documentação OK, aceita financiamento.
Edifício com belo jardim e muro em vidros...
Local próximo à praças, comércios, conduções diversas, mercados e demais prestações de serviços...
Para maiores informações consultor Alex Pereira (51) 98179.4480 ou acesse:
www.ajbrokers.com.br código 8357
Agende já a sua visita.";"3";"1";"4";NULL;"417";"303";"303";"1880000";"0";"2700";"2019-04-26 11:23:25"
"622193";"8358";"Cobertura";"RIO GRANDE DO SUL";"Porto Alegre";"Petrópolis";"Rua Perpetua Telles";"39";"501";"Linda e aconchegante apartamento cobertura  ... impecável todo decorado, 3
dormitórios, sendo duas suítes (uma no pavimento de cima) sol predominante norte, amplo living 02 ambientes, lareira, cozinha montada, área de serviço separada, piso em porcelanato
Na parte superior possui a suíte principal, piscina coberta no jardim de inverno, ambiente de festas com churrasqueira, terraço aberto, ensolarado e linda vista.
 
 próximo a toda infra como mercados, farmácias, fruteiras, praças, conduções e etc... rua linda, calma e arborizada

Edifício ótima apresentação
- Condomínio valor acessível
- Elevador 
- Gás central

MARQUE JÁ A SUA VISITA!!!
ATENDIMENTO FONE/WHATSAPP 98179.4480 CONSULTOR ALEX PEREIRA

MAIS FOTOS: www.ajbrokers.com.br CÓDIGO 8358";"3";"2";"4";NULL;"241";"150";"150";"875000";"0";"497";"2019-04-26 11:30:06"
"623773";"8360";"Apartamento";"RIO GRANDE DO SUL";"Porto Alegre";"Petrópolis";"Rua Eça de Queiros ";"178";"302";"105m² de área útil, amplo apartamento 2 dormitórios, sendo 1 suíte, living 3 ambientes distintos (estar, jantar e ambiente gourmet para churrasco com mesa e pia auxiliar), estar com lareira e barzinho, ventilação cruzada, cozinha com copa, dependência de empregada completa com banheiro auxiliar, quarto e área de serviço... ótima orientação solar (leste/norte). 
Fica semi mobiliado
Grande vaga de garagem, coberta e escriturada
Edifício ótima apresentação, elevador, zeladoria em horário comercial, salão de festas e piscina... à 180 metros da Avenida Protásio Alves
Para maiores informações consultor Alex Pereira (51) 98179.4480 ou acesse:
www.ajbrokers.com.br código 8360
Agende já a sua visita.";"2";"1";"3";NULL;"167";"104";"104";"560000";"0";"870";"2019-05-06 16:45:15"
"630357";"8364";"Apartamento";"RIO GRANDE DO SUL";"Porto Alegre";"Jardim Botânico";"Rua Itaboraí ";"1167";"303";NULL;NULL;"0";NULL;NULL;NULL;NULL;NULL;"0";"0";"0";"2019-05-30 15:49:38"
"632932";"8369";"Apartamento";"RIO GRANDE DO SUL";"Porto Alegre";"Menino Deus";"Rua José de Alencar";"883";"09";"Apartamento de 3 dormitórios, 2 banheiros, churrasqueira e 1 vaga box, à venda na rua José de Alencar, bairro Menino Deus, próximo ao Nacional Supermercados, avenida Getúlio Vargas e a todas conveniências e infraestrutura comercial e viária imaginável que a diferenciada região oferece.

Off de R$ 340 por R$ 260 Mil!!!

Amplo apartamento de 3 dormitórios com 76,31 m², 2 banheiros, churrasqueira e mezanino, cozinha e área de serviço.

Prédio pequeno gradeado, com 3 andares, com área internada reformada, piso em porcelanato, sem elevador (2 níveis de escada) e box rotativo. 

Não estuda dação!

Agende já sua visita!
(51) 999866244
Eduardo Carneiro";"3";"0";"2";NULL;"85";"76";"76";"260000";"0";"490";"2019-06-11 16:09:44"
